code,date,lv,lv_hi,r1,mkt,exc,short_pnl
23700,2020-06-03,21610000.0,1,-0.047169811320754707,-0.0014148415858306707,-0.04575496973492404,0.04575496973492404
23700,2021-06-23,22758900.0,1,-0.036363636363636376,-0.0017204668095325195,-0.034643169554103855,0.034643169554103855
23750,2023-10-05,1184400.0,1,0.15455950540958274,0.004438316074639313,0.15012118933494342,-0.15012118933494342
23880,2022-07-12,2144800.0,1,-0.07258064516129037,0.0036491207693974434,-0.07622976593068781,0.07622976593068781
23880,2022-08-12,2186800.0,1,0.21212121212121215,0.001238733160184569,0.21088247896102758,-0.21088247896102758
23970,2017-07-07,452900.0,0,-0.03459915611814346,0.007654204539746124,-0.04225336065788958,0.04225336065788958
23970,2023-02-16,803100.0,1,-0.0804232804232804,-0.0017045527209522799,-0.07871872770232811,0.07871872770232811
23970,2024-03-07,529500.0,0,-0.012612612612612595,0.002635610576896073,-0.015248223189508667,0.015248223189508667
24250,2017-03-30,85200.0,0,0.23215322112594317,-0.005730834636259336,0.2378840557622025,-0.2378840557622025
24250,2017-05-12,133600.0,0,-0.05003403675970053,-0.0008872923713202963,-0.04914674438838023,0.04914674438838023
24250,2021-01-26,182600.0,0,-0.030057803468208077,0.004211386509734524,-0.0342691899779426,0.0342691899779426
24350,2023-05-23,946500.0,1,-0.05208333333333337,-0.0006228806241177531,-0.05146045270921562,0.05146045270921562
24370,2017-07-27,1024900.0,1,-0.17480719794344468,-0.005568036051867489,-0.1692391618915772,0.1692391618915772
24370,2022-06-10,2546600.0,1,-0.02377972465581979,-0.015991905855310608,-0.007787818800509182,0.007787818800509182
24380,2022-02-21,1700300.0,1,-0.16506849315068495,-0.01182442859598844,-0.1532440645546965,0.1532440645546965
24590,2018-09-12,576200.0,1,-0.06818181818181823,0.004819769244660597,-0.07300158742647883,0.07300158742647883
24590,2025-03-28,763000.0,1,-0.054313099041533586,-0.02097807259696031,-0.03333502644457327,0.03333502644457327
24770,2017-07-12,257000.0,0,-0.052430886558627265,-0.00022533588577368285,-0.05220555067285358,0.05220555067285358
24790,2021-06-04,1196900.0,1,-0.04526748971193417,0.002962418579880419,-0.04822990829181459,0.04822990829181459
254A0,2025-02-13,997300.0,1,0.026119402985074647,-0.004119482224000379,0.030238885209075025,-0.030238885209075025
25860,2024-08-22,5236900.0,1,-0.02985074626865669,0.002581594195616288,-0.03243234046427298,0.03243234046427298
25860,2024-11-08,11056500.0,1,0.024896265560165887,0.00044935366765754795,0.02444691189250834,-0.02444691189250834
25860,2025-07-11,14823200.0,1,-0.09062499999999996,0.002173010357379468,-0.09279801035737942,0.09279801035737942
26560,2017-06-06,1757600.0,1,-0.03343023255813948,0.004695325327536492,-0.038125557885675974,0.038125557885675974
26560,2021-02-26,1301500.0,1,-0.05378486055776888,0.013134614410513758,-0.06691947496828263,0.06691947496828263
265A0,2025-08-13,526600.0,0,0.0007220216606498298,-0.00038768403768342405,0.0011097056983332537,-0.0011097056983332537
26670,2021-04-16,2356100.0,1,0.2527379949452402,0.0010750118943333813,0.2516629830509068,-0.2516629830509068
26730,2018-09-21,980900.0,1,-0.034682080924855474,0.010916499738912892,-0.045598580663768366,0.045598580663768366
26730,2021-06-01,1671300.0,1,-0.03314917127071826,0.004082860148649561,-0.03723203141936782,0.03723203141936782
26870,2023-07-24,639700.0,1,-0.016786570743405282,0.001432900481548062,-0.018219471224953345,0.018219471224953345
