code,disc_date,stock_ret,mkt_ret,short_pnl
14860,2023-11-29,0.000653,0.000779,0.000126
15720,2023-11-29,-0.008656,0.000779,0.009435
16780,2023-11-29,0.006735,0.000779,-0.005956
14860,2023-12-01,-0.000435,-0.004639,-0.004204
15720,2023-12-01,-0.041995,-0.004639,0.037355
16780,2023-12-01,0.003802,-0.004639,-0.008442
16780,2023-12-08,0.003437,-0.00099,-0.004427
25590,2023-12-08,0.008469,-0.00099,-0.009459
26470,2023-12-08,-0.001313,-0.00099,0.000323
16780,2023-12-15,0.010917,0.000386,-0.010531
20930,2023-12-15,-0.007637,0.000386,0.008022
25160,2023-12-15,0.01023,0.000386,-0.009844
26470,2023-12-15,0.0,0.000386,0.000386
28380,2023-12-15,0.000125,0.000386,0.000261
16780,2023-12-21,0.004341,0.001175,-0.003166
16780,2024-01-04,0.012229,0.014997,0.002768
20850,2024-01-04,0.024295,0.014997,-0.009299
25540,2024-01-04,-0.003884,0.014997,0.018881
25590,2024-01-04,0.000292,0.014997,0.014704
26480,2024-01-04,-0.008462,0.014997,0.023458
28380,2024-01-04,0.009724,0.014997,0.005272
16780,2024-01-09,-0.008408,0.005697,0.014105
25110,2024-01-09,0.0,0.005697,0.005697
28390,2024-01-09,0.002604,0.005697,0.003093
15720,2024-01-17,-0.050864,-0.008674,0.04219
16780,2024-01-17,-0.01781,-0.008674,0.009136
28380,2024-01-17,0.002911,-0.008674,-0.011584
15720,2024-01-18,0.001751,0.005508,0.003756
16780,2024-01-18,0.006837,0.005508,-0.001329
26470,2024-01-18,-0.003071,0.005508,0.008579
28380,2024-01-18,-0.007134,0.005508,0.012642
13250,2024-01-26,0.007371,0.001087,-0.006284
14860,2024-01-26,0.004347,0.001087,-0.00326
15720,2024-01-26,-0.010082,0.001087,0.011169
16780,2024-01-26,0.001798,0.001087,-0.000711
20150,2024-01-26,0.002001,0.001087,-0.000914
26480,2024-01-26,-0.000783,0.001087,0.00187
28380,2024-01-26,0.005481,0.001087,-0.004394
13250,2024-01-31,-0.004049,0.001918,0.005967
26470,2024-01-31,0.005411,0.001918,-0.003493
26480,2024-01-31,0.005705,0.001918,-0.003787
13250,2024-02-02,0.0,0.005041,0.005041
15730,2024-02-02,0.013437,0.005041,-0.008396
16780,2024-02-02,0.010911,0.005041,-0.00587
20150,2024-02-02,0.000495,0.005041,0.004545
20930,2024-02-02,0.010649,0.005041,-0.005608
25120,2024-02-02,-0.003722,0.005041,0.008762
25540,2024-02-02,-0.002671,0.005041,0.007712
26470,2024-02-02,-0.002873,0.005041,0.007914
28380,2024-02-02,-0.003485,0.005041,0.008526
13250,2024-02-08,-0.021782,-0.004468,0.017314
133A0,2024-02-08,0.010956,-0.004468,-0.015425
15730,2024-02-08,0.026696,-0.004468,-0.031164
16780,2024-02-08,-0.002321,-0.004468,-0.002148
20150,2024-02-08,0.00299,-0.004468,-0.007458
20190,2024-02-08,0.008982,-0.004468,-0.01345
13250,2024-02-15,0.016393,-0.007638,-0.024032
14870,2024-02-15,0.006742,-0.007638,-0.01438
15410,2024-02-15,0.001256,-0.007638,-0.008895
15430,2024-02-15,0.012134,-0.007638,-0.019773
16780,2024-02-15,0.006366,-0.007638,-0.014004
20150,2024-02-15,-0.001984,-0.007638,-0.005654
20190,2024-02-15,0.002927,-0.007638,-0.010565
25590,2024-02-15,0.005694,-0.007638,-0.013333
28390,2024-02-15,-0.000889,-0.007638,-0.006749
133A0,2024-02-21,-0.001949,0.002146,0.004095
15430,2024-02-21,-0.006021,0.002146,0.008167
15630,2024-02-21,-0.00107,0.002146,0.003216
16780,2024-02-21,0.000284,0.002146,0.001862
20190,2024-02-21,0.005859,0.002146,-0.003713
13250,2024-02-27,0.014085,0.002197,-0.011887
133A0,2024-02-27,-0.001942,0.002197,0.004139
14870,2024-02-27,-0.003745,0.002197,0.005943
16780,2024-02-27,0.001418,0.002197,0.000779
26470,2024-02-27,-0.00216,0.002197,0.004358
15730,2024-04-02,-0.00858,-0.01784,-0.00926
20190,2024-04-02,-0.013195,-0.01784,-0.004645
25110,2024-04-02,-0.006455,-0.01784,-0.011386
25590,2024-04-02,-0.008929,-0.01784,-0.008912
13250,2024-04-11,0.004098,0.007294,0.003196
15730,2024-04-11,-0.008527,0.007294,0.015821
13250,2024-04-22,0.02265,0.010295,-0.012355
25160,2024-04-22,0.019008,0.010295,-0.008713
25160,2024-05-21,-0.017094,-0.005174,0.01192
13250,2024-05-27,0.016667,0.001792,-0.014874
25160,2024-05-27,0.011613,0.001792,-0.009821
15720,2024-06-03,0.013852,-0.00139,-0.015242
15730,2024-06-03,-0.019672,-0.00139,0.018282
13250,2024-06-12,-0.012446,0.00196,0.014406
16780,2024-06-28,0.00425,0.000467,-0.003783
25160,2024-06-28,-0.007859,0.000467,0.008326
15720,2024-07-12,-0.016474,0.013938,0.030412
15720,2024-07-16,-0.006961,0.003095,0.010056
15730,2024-07-16,0.02418,0.003095,-0.021085
15720,2024-08-30,0.024232,0.009721,-0.014511
15720,2024-09-27,-0.003819,-0.016767,-0.012948
15730,2024-10-01,-0.009492,0.000587,0.010079
15730,2024-10-03,0.02605,-0.003132,-0.029182
15720,2024-10-07,0.057714,-0.006569,-0.064283
13090,2024-10-09,-0.058982,0.000102,0.059084
14820,2024-10-09,-0.010393,0.000102,0.010495
15730,2024-10-09,0.005131,0.000102,-0.005029
15730,2024-10-21,0.02111,-0.000256,-0.021366
15720,2024-10-23,0.01235,-0.009953,-0.022303
15730,2024-10-23,0.002859,-0.009953,-0.012811
25530,2024-10-23,0.015348,-0.009953,-0.0253
15730,2024-10-28,0.001218,0.016581,0.015363
25530,2024-10-28,0.012806,0.016581,0.003776
14660,2024-12-06,-0.010135,0.001067,0.011202
14870,2024-12-06,0.004589,0.001067,-0.003522
15720,2024-12-06,0.025304,0.001067,-0.024237
28650,2024-12-06,-0.004115,0.001067,0.005182
15720,2025-01-20,0.038667,0.00733,-0.031337
15730,2025-01-20,-0.025084,0.00733,0.032415
28390,2025-01-23,0.00209,0.000456,-0.001633
13250,2025-02-05,-0.006516,0.003158,0.009674
15730,2025-02-05,0.021354,0.003158,-0.018196
15730,2025-03-03,0.032716,-0.00129,-0.034007
15730,2025-03-11,-0.010895,0.003113,0.014008
15730,2025-04-02,0.01413,-0.034701,-0.048831
13250,2025-04-08,0.004878,0.005098,0.00022
15730,2025-04-08,0.036099,0.005098,-0.031001
13250,2025-04-09,-0.000971,0.053842,0.054813
13250,2025-04-10,-0.028183,-0.028277,-9.5e-05
15730,2025-04-10,-0.014081,-0.028277,-0.014196
13250,2025-04-14,0.000977,0.006912,0.005935
15730,2025-04-14,-0.010749,0.006912,0.017661
13250,2025-04-16,0.000519,-0.006264,-0.006784
13250,2025-06-13,-0.014151,-0.005439,0.008712
15730,2025-06-13,0.029763,-0.005439,-0.035203
13250,2025-07-11,-0.013816,0.00114,0.014956
13250,2025-07-14,-0.00628,0.003764,0.010044
13250,2025-07-17,-0.003403,0.008166,0.011569
13250,2025-08-21,-0.005792,0.004068,0.00986
25530,2025-09-24,0.259734,0.000614,-0.25912
25530,2025-09-26,0.05217,-0.000792,-0.052962
36640,2025-12-24,-0.027778,0.001502,0.02928
75990,2017-12-18,-0.003654,0.000424,0.004079
37410,2018-11-27,0.011737,0.003275,-0.008462
60470,2019-03-01,0.030534,0.009209,-0.021325
77250,2019-12-03,0.02771,0.000391,-0.027319
15630,2022-04-11,-0.075706,-0.012133,0.063573
15630,2022-04-21,-0.028842,-0.006026,0.022816
15630,2022-04-26,-0.006984,-0.012552,-0.005568
25160,2022-04-26,-0.019277,-0.012552,0.006725
15630,2022-08-10,0.013994,0.003807,-0.010187
15630,2022-08-12,0.009698,0.007966,-0.001732
15630,2022-08-16,0.00963,0.00569,-0.003939
318A0,2025-04-10,0.22,-0.028277,-0.248277
318A0,2025-04-23,0.005114,0.001915,-0.003199
318A0,2025-05-02,-0.022023,0.000322,0.022345
15680,2025-07-01,-0.024283,-0.008313,0.01597
15680,2025-07-02,0.008021,-6.2e-05,-0.008084
15680,2025-07-07,-0.013048,0.000311,0.013359
15790,2025-07-07,-0.011945,0.000311,0.012257
15680,2025-07-24,0.004466,0.003507,-0.000959
15790,2025-07-24,-0.002792,0.003507,0.006298
15680,2025-07-25,-0.009263,0.003759,0.013022
15790,2025-07-25,-0.010264,0.003759,0.014024
15680,2025-10-07,-0.00092,-0.001177,-0.000257
82820,2017-08-24,-0.007398,0.005154,0.012552
24130,2019-12-05,0.009901,-0.000686,-0.010587
24710,2019-12-05,-0.024523,-0.000686,0.023837
30880,2019-12-05,-0.004746,-0.000686,0.00406
34980,2019-12-05,-0.029982,-0.000686,0.029296
36680,2019-12-05,-0.012397,-0.000686,0.01171
48490,2019-12-05,-0.013514,-0.000686,0.012827
25850,2025-03-10,-0.033288,-0.01077,0.022518
93010,2025-03-10,-0.01737,-0.01077,0.0066
13290,2017-11-24,0.01039,0.011169,0.000779
13640,2017-12-06,-0.005611,-0.004014,0.001597
13460,2017-12-21,-0.001698,0.004208,0.005906
13650,2017-12-29,0.028786,0.009851,-0.018935
13300,2018-01-15,-0.00407,0.002109,0.006179
13650,2018-01-15,-0.008646,0.002109,0.010755
80530,2018-01-15,-0.000198,0.002109,0.002307
80010,2018-01-16,-0.006523,-0.003652,0.002871
13300,2018-01-29,-0.006536,-0.002496,0.00404
13690,2018-02-16,0.020872,0.017763,-0.003109
13970,2018-02-16,-0.011395,0.017763,0.029158
80530,2018-02-16,0.002237,0.017763,0.015526
89870,2018-02-16,0.009587,0.017763,0.008176
13460,2018-02-23,0.016577,0.012,-0.004577
13650,2018-02-23,0.034722,0.012,-0.022722
80530,2018-02-23,0.029221,0.012,-0.017221
13460,2018-03-19,-0.009977,-0.019036,-0.009059
80010,2018-03-19,-0.008426,-0.019036,-0.01061
13290,2018-03-29,0.005467,0.006327,0.00086
13460,2018-03-29,0.006378,0.006327,-5.1e-05
14750,2018-03-29,0.002875,0.006327,0.003452
15990,2018-03-29,0.003891,0.006327,0.002436
80530,2018-03-29,0.004284,0.006327,0.002043
13460,2018-05-02,-0.001717,0.00519,0.006907
13290,2018-05-10,0.003445,-0.001487,-0.004933
13460,2018-05-10,0.003445,-0.001487,-0.004933
14750,2018-05-10,0.003328,-0.001487,-0.004815
84180,2018-05-10,-0.008541,-0.001487,0.007054
63610,2018-05-11,0.0311,0.0036,-0.0275
14750,2018-05-18,0.000544,0.003089,0.002545
13690,2018-05-21,0.005628,0.00555,-7.7e-05
80010,2018-05-21,0.007065,0.00555,-0.001515
13290,2018-05-23,-0.011022,-0.002,0.009022
13690,2018-05-23,-0.012565,-0.002,0.010565
14750,2018-05-23,-0.006557,-0.002,0.004558
15930,2018-05-23,-0.005505,-0.002,0.003505
15930,2018-06-13,0.000614,0.000595,-1.9e-05
27680,2018-06-13,-0.007317,0.000595,0.007912
13210,2018-06-14,0.001267,0.00128,1.3e-05
13480,2018-06-15,-0.004315,-0.004824,-0.000509
14730,2018-06-15,-0.014309,-0.004824,0.009486
15930,2018-06-15,-0.002457,-0.004824,-0.002367
14730,2018-06-26,0.00344,0.007349,0.003909
14750,2018-06-26,0.00918,0.007349,-0.001831
14730,2018-08-06,-0.002291,-0.007349,-0.005059
16150,2018-08-06,-0.005405,-0.007349,-0.001944
14770,2018-08-22,-0.000541,0.011465,0.012006
16150,2018-08-22,0.0,0.011465,0.011465
14770,2018-08-27,0.009677,0.013442,0.003765
32950,2018-09-10,0.001856,0.005181,0.003325
57060,2018-09-10,-0.000689,0.005181,0.00587
64810,2018-09-10,0.011194,0.005181,-0.006013
67280,2018-09-10,-0.004988,0.005181,0.010169
68560,2018-09-10,-0.017241,0.005181,0.022422
80010,2018-09-10,0.01188,0.005181,-0.006699
13210,2018-09-21,0.0,0.006986,0.006986
16150,2018-09-21,0.010526,0.006986,-0.00354
13210,2018-09-27,0.005691,-0.001653,-0.007344
13690,2018-09-27,0.004973,-0.001653,-0.006626
14750,2018-09-27,0.001084,-0.001653,-0.002737
80010,2018-09-27,0.004592,-0.001653,-0.006244
13460,2018-10-04,-0.019952,-0.009081,0.010871
13480,2018-10-04,-0.013837,-0.009081,0.004756
14730,2018-10-04,-0.014634,-0.009081,0.005553
14740,2018-10-04,-0.014119,-0.009081,0.005038
14750,2018-10-04,-0.01516,-0.009081,0.006078
14770,2018-10-04,-0.021106,-0.009081,0.012024
15930,2018-10-04,-0.016324,-0.009081,0.007243
16150,2018-10-04,0.0,-0.009081,-0.009081
64810,2018-10-04,-0.033784,-0.009081,0.024702
80010,2018-10-04,0.007162,-0.009081,-0.016243
13200,2018-10-12,0.000433,0.01486,0.014427
15700,2018-10-12,0.00049,0.01486,0.014369
68560,2018-10-12,0.048638,0.01486,-0.033778
14770,2018-10-17,-0.004749,0.007137,0.011887
15930,2018-10-17,0.002566,0.007137,0.004571
16150,2018-10-17,0.005405,0.007137,0.001732
96840,2018-10-17,0.015087,0.007137,-0.00795
14770,2018-10-18,-0.005832,-0.01339,-0.007558
15930,2018-10-18,-0.021113,-0.01339,0.007723
16150,2018-10-18,-0.016129,-0.01339,0.002739
96840,2018-10-18,-0.032065,-0.01339,0.018675
14770,2018-10-19,0.0,0.002804,0.002804
15930,2018-10-19,0.0,0.002804,0.002804
16150,2018-10-19,0.0,0.002804,0.002804
96840,2018-10-19,-0.011872,0.002804,0.014676
13290,2018-10-30,0.032258,0.03736,0.005102
14750,2018-10-30,0.026119,0.03736,0.011241
77310,2018-10-30,0.050893,0.03736,-0.013533
88480,2018-10-30,-0.057692,0.03736,0.095053
13690,2018-11-13,0.003186,0.003492,0.000306
18220,2018-11-13,-0.029369,0.003492,0.032861
80010,2018-11-27,-0.010096,0.003275,0.013371
13050,2018-11-29,-0.005161,-0.00196,0.0032
13690,2018-11-30,0.015084,0.009844,-0.00524
13290,2018-12-03,-0.00598,0.002392,0.008373
96840,2018-12-03,-0.014699,0.002392,0.017091
13690,2018-12-26,0.04156,0.048579,0.007019
19630,2018-12-26,0.0554,0.048579,-0.006821
88480,2019-02-14,-0.092369,-0.006341,0.086028
13290,2019-02-28,-0.002712,-0.004613,-0.0019
13460,2019-02-28,-0.002715,-0.004613,-0.001898
13690,2019-03-14,-0.000465,-0.004601,-0.004136
88480,2019-03-20,-0.01626,0.005105,0.021365
75540,2019-03-25,-0.004675,0.001849,0.006524
91040,2019-03-25,-0.001994,0.001849,0.003844
13690,2019-04-02,-0.007289,-0.012182,-0.004893
77350,2019-04-16,0.060429,0.000295,-0.060134
13690,2019-04-17,-0.001335,0.003371,0.004706
13290,2019-05-08,-0.004913,-0.006584,-0.001672
16310,2019-05-10,-0.00565,4.9e-05,0.005699
26850,2019-05-29,-0.017059,-0.003261,0.013798
67940,2019-05-29,0.017555,-0.003261,-0.020817
67280,2019-06-19,0.014063,0.007306,-0.006756
16310,2019-07-01,0.003444,0.006279,0.002835
14750,2019-07-08,-0.004917,-0.004988,-7e-05
67940,2019-07-25,0.003924,-0.000765,-0.004689
14770,2019-08-05,-0.009259,-0.039387,-0.030128
14900,2019-08-05,-0.012022,-0.039387,-0.027365
14930,2019-08-05,-0.04422,-0.039387,0.004833
14980,2019-08-05,-0.02087,-0.039387,-0.018518
16310,2019-08-05,-0.04557,-0.039387,0.006182
13690,2019-08-08,0.009747,0.006219,-0.003527
16310,2019-08-08,-0.003866,0.006219,0.010085
19630,2019-08-08,-0.009631,0.006219,0.01585
16310,2019-08-09,-0.010349,-0.014086,-0.003736
30920,2019-08-09,0.035044,-0.014086,-0.049129
13200,2019-08-13,0.013449,0.007425,-0.006024
14980,2019-08-13,0.0125,0.007425,-0.005075
16310,2019-08-13,-0.005229,0.007425,0.012653
19630,2019-08-13,0.027318,0.007425,-0.019893
26850,2019-09-09,0.011947,0.008039,-0.003908
35430,2019-09-09,0.007172,0.008039,0.000867
80010,2019-09-09,0.015786,0.008039,-0.007747
98310,2019-09-09,0.01227,0.008039,-0.004231
15920,2019-09-11,0.018053,0.014537,-0.003516
89540,2019-09-11,-0.006082,0.014537,0.020619
98310,2019-09-11,0.04008,0.014537,-0.025543
13290,2019-10-01,-0.00444,0.000739,0.00518
32950,2019-10-01,0.005539,0.000739,-0.0048
80010,2019-10-01,-0.004448,0.000739,0.005187
16150,2019-10-02,0.0,-0.007064,-0.007064
27680,2019-10-03,-0.009119,-0.000193,0.008925
70040,2019-10-03,0.008721,-0.000193,-0.008914
15770,2019-10-04,0.008503,0.007132,-0.00137
16310,2019-10-04,-0.012048,0.007132,0.01918
80010,2019-10-04,0.0121,0.007132,-0.004968
26850,2019-10-10,-0.024659,-0.002289,0.02237
54110,2019-10-10,0.036701,-0.002289,-0.03899
54230,2019-10-10,0.00601,-0.002289,-0.008298
59380,2019-10-10,0.016171,-0.002289,-0.01846
61130,2019-10-10,0.018373,-0.002289,-0.020661
69880,2019-10-10,0.021544,-0.002289,-0.023833
72420,2019-10-10,0.016502,-0.002289,-0.01879
75810,2019-10-10,-0.049361,-0.002289,0.047072
76060,2019-10-10,0.0,-0.002289,-0.002289
80010,2019-10-10,0.022911,-0.002289,-0.0252
82270,2019-10-10,0.008664,-0.002289,-0.010953
89530,2019-10-10,-0.012393,-0.002289,0.010104
89840,2019-10-10,-0.009615,-0.002289,0.007327
91420,2019-10-10,-0.002886,-0.002289,0.000597
98310,2019-10-10,0.005976,-0.002289,-0.008265
15700,2019-10-17,0.00544,0.001157,-0.004284
91420,2019-10-17,-0.012876,0.001157,0.014032
14750,2019-10-18,-0.001804,0.00131,0.003114
15770,2019-10-18,0.001817,0.00131,-0.000507
35430,2019-10-18,0.002404,0.00131,-0.001094
64120,2019-10-18,-0.010855,0.00131,0.012164
67940,2019-10-18,0.002475,0.00131,-0.001166
72420,2019-10-18,-0.010386,0.00131,0.011695
80010,2019-10-18,-0.005954,0.00131,0.007263
91420,2019-10-18,0.002899,0.00131,-0.001589
24400,2019-11-08,0.002035,-0.002508,-0.004543
67940,2019-11-08,0.0174,-0.002508,-0.019908
80010,2019-11-08,0.014316,-0.002508,-0.016824
82190,2019-11-08,-0.040455,-0.002508,0.037946
13200,2019-11-11,-0.004153,0.003277,0.007429
15700,2019-11-11,-0.009545,0.003277,0.012822
16150,2019-11-11,0.0,0.003277,0.003277
80010,2019-11-11,0.002739,0.003277,0.000538
13200,2019-11-12,0.00417,0.002046,-0.002124
15700,2019-11-12,0.009637,0.002046,-0.007591
16150,2019-11-12,0.0,0.002046,0.002046
80010,2019-11-12,0.007563,0.002046,-0.005517
24400,2019-11-25,-0.018519,0.005683,0.024201
36120,2019-11-25,-0.002414,0.005683,0.008097
38630,2019-11-25,0.010037,0.005683,-0.004354
15700,2019-12-03,-0.003717,0.000391,0.004108
16980,2019-12-03,0.001703,0.000391,-0.001312
14750,2019-12-05,0.002292,-0.000686,-0.002979
16150,2019-12-05,0.006452,-0.000686,-0.007138
16510,2019-12-05,0.004012,-0.000686,-0.004698
35630,2019-12-12,0.017529,0.003926,-0.013603
13790,2019-12-20,0.000499,0.003552,0.003053
14190,2019-12-20,0.008424,0.003552,-0.004872
18820,2019-12-20,0.0125,0.003552,-0.008948
33950,2019-12-20,0.006427,0.003552,-0.002875
35630,2019-12-20,0.022472,0.003552,-0.01892
36780,2019-12-20,0.0447,0.003552,-0.041148
44710,2019-12-20,-0.009158,0.003552,0.012709
52140,2019-12-20,0.00965,0.003552,-0.006098
62080,2019-12-20,0.101784,0.003552,-0.098232
63900,2019-12-20,0.007412,0.003552,-0.00386
68750,2019-12-20,0.01847,0.003552,-0.014918
70330,2019-12-20,-0.012562,0.003552,0.016114
98610,2019-12-20,0.025455,0.003552,-0.021903
14790,2020-01-09,0.007748,0.007132,-0.000616
13690,2020-01-14,-0.005,-0.002892,0.002108
14840,2020-01-14,-0.004893,-0.002892,0.002
52140,2020-01-14,-0.011378,-0.002892,0.008486
14750,2020-01-23,-0.001128,-0.002011,-0.000883
34550,2020-01-23,0.00428,-0.002011,-0.006291
70030,2020-01-27,-0.013198,-0.010633,0.002565
13290,2020-01-29,-0.002075,-0.006518,-0.004443
16980,2020-01-30,0.000578,-0.013131,-0.013709
15700,2020-02-10,0.019343,0.002891,-0.016452
26850,2020-02-10,0.026887,0.002891,-0.023996
32900,2020-02-10,0.011984,0.002891,-0.009093
14880,2020-03-02,0.025243,0.0676,0.042357
13460,2020-03-03,-0.037634,-0.050929,-0.013295
14880,2020-03-03,-0.02178,-0.050929,-0.029149
16980,2020-03-03,-0.034548,-0.050929,-0.016381
30280,2020-03-03,-0.058997,-0.050929,0.008068
13460,2020-03-06,-0.049188,-0.054394,-0.005206
16980,2020-03-06,-0.067961,-0.054394,0.013567
25560,2020-03-06,-0.033702,-0.054394,-0.020692
15970,2020-03-16,-0.089705,-0.046842,0.042863
25160,2020-03-16,-0.062356,-0.046842,0.015514
27680,2020-03-16,-0.041667,-0.046842,-0.005175
67940,2020-03-16,-0.114738,-0.046842,0.067896
72420,2020-03-16,-0.063353,-0.046842,0.016511
13450,2020-03-17,0.085349,0.081624,-0.003726
14730,2020-03-17,0.106732,0.081624,-0.025109
15970,2020-03-17,0.04828,0.081624,0.033343
24400,2020-03-17,0.033195,0.081624,0.048429
44710,2020-03-17,0.078571,0.081624,0.003052
67940,2020-03-17,0.050279,0.081624,0.031344
13290,2020-03-19,-0.033067,-0.025834,0.007233
13450,2020-03-19,-0.095272,-0.025834,0.069438
15970,2020-03-19,-0.08078,-0.025834,0.054946
25160,2020-03-19,-0.083512,-0.025834,0.057678
67700,2020-03-19,-0.13886,-0.025834,0.113026
13430,2020-03-26,0.030952,0.021511,-0.009441
15950,2020-03-26,0.013125,0.021511,0.008386
16980,2020-03-26,0.051319,0.021511,-0.029807
25550,2020-03-26,-0.009731,0.021511,0.031242
80010,2020-03-26,0.024955,0.021511,-0.003444
13460,2020-04-02,0.004313,-0.00721,-0.011523
13290,2020-04-10,-0.014328,0.00225,0.016578
14730,2020-04-10,-0.002753,0.00225,0.005003
38630,2020-04-10,0.005792,0.00225,-0.003542
99830,2020-04-10,-0.012477,0.00225,0.014726
26640,2020-04-13,0.01901,-0.003168,-0.022178
26850,2020-04-13,-0.006033,-0.003168,0.002865
35430,2020-04-13,0.019633,-0.003168,-0.022801
68100,2020-04-13,-0.00501,-0.003168,0.001842
72420,2020-04-13,-0.025579,-0.003168,0.022411
76060,2020-04-13,0.00995,-0.003168,-0.013119
13990,2020-06-01,0.010294,0.007143,-0.003152
69630,2020-06-01,-0.010929,0.007143,0.018071
80010,2020-06-01,0.010567,0.007143,-0.003425
13290,2020-06-10,-0.005897,0.000823,0.00672
52140,2020-06-10,-0.015508,0.000823,0.016331
67780,2020-06-18,0.046629,0.005008,-0.041621
98610,2020-06-18,0.019651,0.005008,-0.014642
30880,2020-06-19,0.005044,0.002035,-0.003009
36920,2020-06-23,-0.010495,-0.000488,0.010006
16050,2020-07-13,0.016295,0.008146,-0.008149
36730,2020-07-13,0.014493,0.008146,-0.006347
47250,2020-07-13,0.012712,0.008146,-0.004566
48480,2020-07-13,0.016292,0.008146,-0.008146
61430,2020-07-13,0.018496,0.008146,-0.01035
64640,2020-07-13,0.027848,0.008146,-0.019703
65920,2020-07-13,0.01522,0.008146,-0.007074
68750,2020-07-13,-0.004339,0.008146,0.012485
13640,2020-08-17,-0.008766,-0.001301,0.007465
13690,2020-08-17,-0.004741,-0.001301,0.003441
14730,2020-08-17,-0.003692,-0.001301,0.002392
15770,2020-08-17,-0.005373,-0.001301,0.004073
25790,2020-08-17,-0.017351,-0.001301,0.016051
34550,2020-08-17,-0.006034,-0.001301,0.004734
78600,2020-08-17,-0.015368,-0.001301,0.014067
13290,2020-08-19,0.000423,0.002986,0.002563
15700,2020-08-19,0.000497,0.002986,0.00249
15790,2020-08-19,0.0,0.002986,0.002986
87710,2020-08-19,-0.020763,0.002986,0.023749
14730,2020-08-27,0.006748,-0.005391,-0.01214
15770,2020-08-27,0.000534,-0.005391,-0.005926
25790,2020-08-27,-0.01451,-0.005391,0.009118
13200,2020-10-02,-0.002503,-0.010101,-0.007598
15700,2020-10-05,0.011047,0.015015,0.003968
13200,2020-10-09,-0.006563,-0.000449,0.006114
25560,2020-10-09,-0.009637,-0.000449,0.009188
14840,2020-10-12,0.003083,0.002288,-0.000795
15700,2020-10-12,0.006083,0.002288,-0.003795
15790,2020-10-12,0.005268,0.002288,-0.00298
80010,2020-10-12,-0.002274,0.002288,0.004561
13460,2020-10-29,0.005423,0.008738,0.003314
15790,2020-10-29,0.01184,0.008738,-0.003102
15790,2020-11-09,0.057583,0.012801,-0.044782
15700,2020-11-10,-0.002047,-0.004651,-0.002604
15790,2020-11-10,-0.003834,-0.004651,-0.000816
14840,2020-11-13,0.019643,-0.001383,-0.021025
15700,2020-11-13,0.020581,-0.001383,-0.021964
15790,2020-11-13,0.021986,-0.001383,-0.023369
16980,2020-11-13,0.000666,-0.001383,-0.002048
25240,2020-11-13,0.008641,-0.001383,-0.010023
15790,2020-11-16,0.032641,0.005057,-0.027584
16980,2020-11-16,0.020625,0.005057,-0.015569
13690,2020-11-19,-0.004272,-0.002826,0.001446
15790,2020-11-19,-0.01194,-0.002826,0.009115
15910,2020-11-19,0.002569,-0.002826,-0.005395
13290,2020-11-24,0.020841,0.008598,-0.012243
13690,2020-11-24,0.02144,0.008598,-0.012841
15700,2020-11-24,0.043327,0.008598,-0.034729
15790,2020-11-24,0.043573,0.008598,-0.034975
15790,2020-11-26,0.016335,0.006233,-0.010103
16980,2020-11-26,0.004543,0.006233,0.00169
15700,2020-12-04,0.01245,0.005033,-0.007417
15790,2020-12-04,0.01238,0.005033,-0.007347
63020,2020-12-16,0.030412,-0.003127,-0.03354
96270,2020-12-17,0.006098,-0.002102,-0.0082
14840,2021-01-06,0.014525,0.012823,-0.001703
16980,2021-01-06,0.02195,0.012823,-0.009127
25250,2021-01-06,0.018262,0.012823,-0.005439
13290,2021-01-08,0.01253,0.007939,-0.004592
16980,2021-01-08,0.008233,0.007939,-0.000294
15700,2021-01-20,-0.007862,0.004014,0.011876
69200,2021-01-20,-0.020078,0.004014,0.024092
15700,2021-01-25,0.0,0.003351,0.003351
25560,2021-01-25,-0.004913,0.003351,0.008263
13290,2021-01-26,-0.000336,-0.002114,-0.001777
69200,2021-01-26,-0.013158,-0.002114,0.011044
25250,2021-01-27,-0.018595,-0.012588,0.006008
25550,2021-01-27,0.007701,-0.012588,-0.020288
13430,2021-02-17,-0.029467,0.007525,0.036992
13460,2021-02-17,0.0016,0.007525,0.005925
14780,2021-02-17,0.0,0.007525,0.007525
15700,2021-02-17,0.001425,0.007525,0.0061
13690,2021-02-22,-0.010231,0.003214,0.013445
15770,2021-02-22,0.003643,0.003214,-0.000429
64720,2021-03-16,-0.023256,0.005598,0.028853
80010,2021-03-16,-0.013567,0.005598,0.019165
86980,2021-03-16,-0.030837,0.005598,0.036435
13970,2021-03-26,0.009153,0.012975,0.003823
15700,2021-03-26,0.029595,0.012975,-0.01662
13970,2021-03-29,0.001344,-0.015125,-0.016468
13460,2021-04-02,0.011364,0.002653,-0.008711
15700,2021-04-02,0.022059,0.002653,-0.019406
13450,2021-04-08,0.005822,-0.006578,-0.0124
14760,2021-04-08,0.005703,-0.006578,-0.012281
25550,2021-04-08,-0.005268,-0.006578,-0.00131
14560,2021-04-09,0.001178,0.005464,0.004286
13460,2021-04-14,-0.008104,-0.001834,0.00627
14560,2021-04-14,0.005855,-0.001834,-0.007689
16980,2021-04-14,0.004517,-0.001834,-0.006351
25550,2021-04-14,0.009667,-0.001834,-0.011501
38630,2021-04-14,-0.003843,-0.001834,0.002009
68750,2021-04-14,-0.015979,-0.001834,0.014145
15700,2021-04-30,0.001866,0.002285,0.00042
22640,2021-05-20,-0.016667,0.009414,0.026081
